"","uid","title","synopsis","genre","aired","episodes","members","popularity","ranked","score","img_url","link","cluster"
"1",32281,"Kimi no Na wa.","Mitsuha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture. 
 
One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another. 
 
 Kimi no Na wa.  revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance. 
 
[Written by MAL Rewrite]","'Romance', 'Supernatural', 'School', 'Drama'","Aug 26, 2016",1,1139878,15,4,9.09,"https://cdn.myanimelist.net/images/anime/5/87048.jpg","https://myanimelist.net/anime/32281/Kimi_no_Na_wa",1
"2",5114,"Fullmetal Alchemist: Brotherhood","""In order for something to be obtained, something of equal value must be lost."" 
 
Alchemy is bound by this Law of Equivalent Exchange—something the young brothers Edward and Alphonse Elric only realize after attempting human transmutation: the one forbidden act of alchemy. They pay a terrible price for their transgression—Edward loses his left leg, Alphonse his physical body. It is only by the desperate sacrifice of Edward's right arm that he is able to affix Alphonse's soul to a suit of armor. Devastated and alone, it is the hope that they would both eventually return to their original bodies that gives Edward the inspiration to obtain metal limbs called ""automail"" and become a state alchemist, the Fullmetal Alchemist. 
 
Three years of searching later, the brothers seek the Philosopher's Stone, a mythical relic that allows an alchemist to overcome the Law of Equivalent Exchange. Even with military allies Colonel Roy Mustang, Lieutenant Riza Hawkeye, and Lieutenant Colonel Maes Hughes on their side, the brothers find themselves caught up in a nationwide conspiracy that leads them not only to the true nature of the elusive Philosopher's Stone, but their country's murky history as well. In between finding a serial killer and racing against time, Edward and Alphonse must ask themselves if what they are doing will make them human again... or take away their humanity. 
 
[Written by MAL Rewrite]","'Action', 'Military', 'Adventure', 'Comedy', 'Drama', 'Magic', 'Fantasy', 'Shounen'","Apr 5, 2009 to Jul 4, 2010",64,1615084,4,1,9.23,"https://cdn.myanimelist.net/images/anime/1223/96541.jpg","https://myanimelist.net/anime/5114/Fullmetal_Alchemist__Brotherhood",3
"3",28977,"Gintama°","Gintoki, Shinpachi, and Kagura return as the fun-loving but broke members of the Yorozuya team! Living in an alternate-reality Edo, where swords are prohibited and alien overlords have conquered Japan, they try to thrive on doing whatever work they can get their hands on. However, Shinpachi and Kagura still haven't been paid... Does Gin-chan really spend all that cash playing pachinko? 
 
Meanwhile, when Gintoki drunkenly staggers home one night, an alien spaceship crashes nearby. A fatally injured crew member emerges from the ship and gives Gintoki a strange, clock-shaped device, warning him that it is incredibly powerful and must be safeguarded. Mistaking it for his alarm clock, Gintoki proceeds to smash the device the next morning and suddenly discovers that the world outside his apartment has come to a standstill. With Kagura and Shinpachi at his side, he sets off to get the device fixed; though, as usual, nothing is ever that simple for the Yorozuya team. 
 
Filled with tongue-in-cheek humor and moments of heartfelt emotion,  Gintama 's fourth season finds Gintoki and his friends facing both their most hilarious misadventures and most dangerous crises yet. 
 
[Written by MAL Rewrite]","'Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen'","Apr 8, 2015 to Mar 30, 2016",51,281594,351,6,9.05,"https://cdn.myanimelist.net/images/anime/3/72078.jpg","https://myanimelist.net/anime/28977/Gintama%C2%B0",3
"4",9253,"Steins;Gate","The self-proclaimed mad scientist Rintarou Okabe rents out a room in a rickety old building in Akihabara, where he indulges himself in his hobby of inventing prospective ""future gadgets"" with fellow lab members: Mayuri Shiina, his air-headed childhood friend, and Hashida Itaru, a perverted hacker nicknamed ""Daru."" The three pass the time by tinkering with their most promising contraption yet, a machine dubbed the ""Phone Microwave,"" which performs the strange function of morphing bananas into piles of green gel. 
 
Though miraculous in itself, the phenomenon doesn't provide anything concrete in Okabe's search for a scientific breakthrough; that is, until the lab members are spurred into action by a string of mysterious happenings before stumbling upon an unexpected success—the Phone Microwave can send emails to the past, altering the flow of history. 
 
Adapted from the critically acclaimed visual novel by 5pb. and Nitroplus,  Steins;Gate  takes Okabe through the depths of scientific theory and practicality. Forced across the diverging threads of past and present, Okabe must shoulder the burdens that come with holding the key to the realm of time. 
 
[Written by MAL Rewrite]","'Thriller', 'Sci-Fi'","Apr 6, 2011 to Sep 14, 2011",24,1331710,7,2,9.11,"https://cdn.myanimelist.net/images/anime/5/73199.jpg","https://myanimelist.net/anime/9253/Steins_Gate",2
"5",9969,"Gintama'","After a one-year hiatus, Shinpachi Shimura returns to Edo, only to stumble upon a shocking surprise: Gintoki and Kagura, his fellow Yorozuya members, have become completely different characters! Fleeing from the Yorozuya headquarters in confusion, Shinpachi finds that all the denizens of Edo have undergone impossibly extreme changes, in both appearance and personality. Most unbelievably, his sister Otae has married the Shinsengumi chief and shameless stalker Isao Kondou and is pregnant with their first child. 
 
Bewildered, Shinpachi agrees to join the Shinsengumi at Otae and Kondou's request and finds even more startling transformations afoot both in and out of the ranks of the the organization. However, discovering that Vice Chief Toushirou Hijikata has remained unchanged, Shinpachi and his unlikely Shinsengumi ally set out to return the city of Edo to how they remember it. 
 
With even more dirty jokes, tongue-in-cheek parodies, and shameless references,  Gintama'  follows the Yorozuya team through more of their misadventures in the vibrant, alien-filled world of Edo. 
 
[Written by MAL Rewrite] 
","'Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen'","Apr 4, 2011 to Mar 26, 2012",51,278110,353,7,9.04,"https://cdn.myanimelist.net/images/anime/4/50361.jpg","https://myanimelist.net/anime/9969/Gintama",3
"6",32935,"Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou","After the victory against Aoba Jousai High, Karasuno High School, once called “a fallen powerhouse, a crow that can’t fly,” has finally reached the climax of the heated Spring tournament. Now, to advance to nationals, the Karasuno team has to defeat the powerhouse Shiratorizawa Academy. Karasuno’s greatest hurdle is their adversary’s ace, Wakatoshi Ushijima, the number one player in the Miyagi Prefecture, and one of the country’s top three aces. 
 
Only the strongest team will make it to the national tournament. Since this match is the third-year players’ last chance to qualify for nationals, Karasuno has to use everything they learned during the training camp and prior matches to attain victory. Filled with restlessness and excitement, both teams are determined to come out on top in the third season of  Haikyuu!! . 
 
[Written by MAL Rewrite] ","'Comedy', 'Sports', 'Drama', 'School', 'Shounen'","Oct 8, 2016 to Dec 10, 2016",10,395375,223,16,8.94,"https://cdn.myanimelist.net/images/anime/7/81992.jpg","https://myanimelist.net/anime/32935/Haikyuu__Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou",1
"7",11061,"Hunter x Hunter (2011)","Hunter x Hunter  is set in a world where Hunters exist to perform all manner of dangerous tasks like capturing criminals and bravely searching for lost treasures in uncharted territories. Twelve-year-old Gon Freecss is determined to become the best Hunter possible in hopes of finding his father, who was a Hunter himself and had long ago abandoned his young son. However, Gon soon realizes the path to achieving his goals is far more challenging than he could have ever imagined. 
 
Along the way to becoming an official Hunter, Gon befriends the lively doctor-in-training Leorio, vengeful Kurapika, and rebellious ex-assassin Killua. To attain their own goals and desires, together the four of them take the Hunter Exam, notorious for its low success rate and high probability of death. Throughout their journey, Gon and his friends embark on an adventure that puts them through many hardships and struggles. They will meet a plethora of monsters, creatures, and characters—all while learning what being a Hunter truly means. 
 
[Written by MAL Rewrite]","'Action', 'Adventure', 'Fantasy', 'Shounen', 'Super Power'","Oct 2, 2011 to Sep 24, 2014",148,1052761,20,3,9.11,"https://cdn.myanimelist.net/images/anime/11/33657.jpg","https://myanimelist.net/anime/11061/Hunter_x_Hunter_2011",3
"8",820,"Ginga Eiyuu Densetsu","The 150-year-long stalemate between the two interstellar superpowers, the Galactic Empire and the Free Planets Alliance, comes to an end when a new generation of leaders arises: the idealistic military genius Reinhard von Lohengramm, and the FPA's reserved historian, Yang Wenli. 
 
While Reinhard climbs the ranks of the Empire with the aid of his childhood friend, Siegfried Kircheis, he must fight not only the war, but also the remnants of the crumbling Goldenbaum Dynasty in order to free his sister from the Kaiser and unify humanity under one genuine ruler. Meanwhile, on the other side of the galaxy, Yang—a strong supporter of democratic ideals—has to stand firm in his beliefs, despite the struggles of the FPA, and show his pupil, Julian Mintz, that autocracy is not the solution. 
 
As ideologies clash amidst the war's many casualties, the two strategic masterminds must ask themselves what the real reason behind their battle is. 
 
[Written by MAL Rewrite]","'Military', 'Sci-Fi', 'Space', 'Drama'","Jan 8, 1988 to Mar 17, 1997",110,175423,620,8,9.03,"https://cdn.myanimelist.net/images/anime/13/13225.jpg","https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu",2
"9",15335,"Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare","When Gintoki apprehends a movie pirate at a premiere, he checks the camera's footage and finds himself transported to a bleak, post-apocalyptic version of Edo, where a mysterious epidemic called the ""White Plague"" has ravished the world's population. It turns out that the movie pirate wasn't a pirate after all—it was an android time machine, and Gintoki has been hurtled five years into the future! Shinpachi and Kagura, his Yorozuya cohorts, have had a falling out and are now battle-hardened solo vigilantes and he himself has been missing for years, disappearing without a trace after scribbling a strange message in his journal. 
 
Setting out in the disguise given to him by the android time machine, Gintoki haphazardly reunites the Yorozuya team to investigate the White Plague, and soon discovers that the key to saving the future lies in the darkness of his own past. Determined to confront a powerful foe, he makes an important discovery—with a ragtag band of friends and allies at his side, he doesn't have to fight alone. 
 
[Written by MAL Rewrite]","'Action', 'Sci-Fi', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Shounen'","Jul 6, 2013",1,135232,833,14,8.95,"https://cdn.myanimelist.net/images/anime/10/51723.jpg","https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare",3
"10",15417,"Gintama': Enchousen","While Gintoki Sakata was away, the Yorozuya found themselves a new leader: Kintoki, Gintoki's golden-haired doppelganger. In order to regain his former position, Gintoki will need the help of those around him, a troubling feat when no one can remember him! Between Kintoki and Gintoki, who will claim the throne as the main character? 
 
In addition, Yorozuya make a trip back down to red-light district of Yoshiwara to aid an elderly courtesan in her search for her long-lost lover. Although the district is no longer in chains beneath the earth's surface, the trio soon learn of the tragic backstories of Yoshiwara's inhabitants that still haunt them. With flashback after flashback, this quest has Yorozuya witnessing everlasting love and protecting it as best they can with their hearts and souls. 
 
 Gintama': Enchousen  includes moments of action-packed intensity along with their usual lighthearted, slapstick humor for Gintoki and his friends. 
 
[Written by MAL Rewrite]","'Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen'","Oct 4, 2012 to Mar 28, 2013",13,166446,667,11,8.98,"https://cdn.myanimelist.net/images/anime/6/75172.jpg","https://myanimelist.net/anime/15417/Gintama__Enchousen",3
"11",4181,"Clannad: After Story","Clannad: After Story , the sequel to the critically acclaimed slice-of-life series  Clannad , begins after Tomoya Okazaki and Nagisa Furukawa graduate from high school. Together, they experience the emotional rollercoaster of growing up. Unable to decide on a course for his future, Tomoya learns the value of a strong work ethic and discovers the strength of Nagisa's support. Through the couple's dedication and unity of purpose, they push forward to confront their personal problems, deepen their old relationships, and create new bonds. 
 
Time also moves on in the Illusionary World. As the plains grow cold with the approach of winter, the Illusionary Girl and the Garbage Doll are presented with a difficult situation that reveals the World's true purpose. 
 
Based on the visual novel by Key and produced by Kyoto Animation,  Clannad: After Story  is an impactful drama highlighting the importance of family and the struggles of adulthood. 
 
[Written by MAL Rewrite]","'Slice of Life', 'Comedy', 'Supernatural', 'Drama', 'Romance'","Oct 3, 2008 to Mar 27, 2009",24,740101,64,12,8.97,"https://cdn.myanimelist.net/images/anime/13/24647.jpg","https://myanimelist.net/anime/4181/Clannad__After_Story",1
"12",918,"Gintama","The Amanto, aliens from outer space, have invaded Earth and taken over feudal Japan. As a result, a prohibition on swords has been established, and the samurai of Japan are treated with disregard as a consequence. 
 
However one man, Gintoki Sakata, still possesses the heart of the samurai, although from his love of sweets and work as a yorozuya, one might not expect it. Accompanying him in his jack-of-all-trades line of work are Shinpachi Shimura, a boy with glasses and a strong heart, Kagura with her umbrella and seemingly bottomless stomach, as well as Sadaharu, their oversized pet dog. Of course, these odd jobs are not always simple, as they frequently have run-ins with the police, ragtag rebels, and assassins, oftentimes leading to humorous but unfortunate consequences. 
 
Who said life as an errand boy was easy? 
 
[Written by MAL Rewrite]","'Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen'","Apr 4, 2006 to Mar 25, 2010",201,579150,97,13,8.97,"https://cdn.myanimelist.net/images/anime/10/73274.jpg","https://myanimelist.net/anime/918/Gintama",3
"13",2904,"Code Geass: Hangyaku no Lelouch R2","One year has passed since the Black Rebellion, a failed uprising against the Holy Britannian Empire led by the masked vigilante Zero, who is now missing. At a loss without their revolutionary leader, Area 11's resistance group—the Black Knights—find themselves too powerless to combat the brutality inflicted upon the Elevens by Britannia, which has increased significantly in order to crush any hope of a future revolt.  
 
Lelouch Lamperouge, having lost all memory of his double life, is living peacefully alongside his friends as a high school student at Ashford Academy. His former partner C.C., unable to accept this turn of events, takes it upon herself to remind him of his past purpose, hoping that the mastermind Zero will rise once again to finish what he started, in this thrilling conclusion to the series. 
 
[Written by MAL Rewrite] 
","'Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha'","Apr 6, 2008 to Sep 28, 2008",25,992196,27,17,8.93,"https://cdn.myanimelist.net/images/anime/4/9391.jpg","https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2",2
"14",28891,"Haikyuu!! Second Season","Following their participation at the Inter-High, the Karasuno High School volleyball team attempts to refocus their efforts, aiming to conquer the Spring tournament instead.  
 
When they receive an invitation from long-standing rival Nekoma High, Karasuno agrees to take part in a large training camp alongside many notable volleyball teams in Tokyo and even some national level players. By playing with some of the toughest teams in Japan, they hope not only to sharpen their skills, but also come up with new attacks that would strengthen them. Moreover, Hinata and Kageyama attempt to devise a more powerful weapon, one that could possibly break the sturdiest of blocks.  
 
Facing what may be their last chance at victory before the senior players graduate, the members of Karasuno's volleyball team must learn to settle their differences and train harder than ever if they hope to overcome formidable opponents old and new—including their archrival Aoba Jousai and its world-class setter Tooru Oikawa. 
 
[Written by MAL Rewrite]","'Comedy', 'Sports', 'Drama', 'School', 'Shounen'","Oct 4, 2015 to Mar 27, 2016",25,489888,141,25,8.82,"https://cdn.myanimelist.net/images/anime/9/76662.jpg","https://myanimelist.net/anime/28891/Haikyuu_Second_Season",1
"15",199,"Sen to Chihiro no Kamikakushi","Stubborn, spoiled, and naïve, 10-year-old Chihiro Ogino is less than pleased when she and her parents discover an abandoned amusement park on the way to their new house. Cautiously venturing inside, she realizes that there is more to this place than meets the eye, as strange things begin to happen once dusk falls. Ghostly apparitions and food that turns her parents into pigs are just the start—Chihiro has unwittingly crossed over into the spirit world. Now trapped, she must summon the courage to live and work amongst spirits, with the help of the enigmatic Haku and the cast of unique characters she meets along the way. 
 
Vivid and intriguing,  Sen to Chihiro no Kamikakushi  tells the story of Chihiro's journey through an unfamiliar world as she strives to save her parents and return home. 
 
[Written by MAL Rewrite]","'Adventure', 'Supernatural', 'Drama'","Jul 20, 2001",1,913212,40,20,8.9,"https://cdn.myanimelist.net/images/anime/6/79597.jpg","https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi",2
"16",23273,"Shigatsu wa Kimi no Uso","Music accompanies the path of the human metronome, the prodigious pianist Kousei Arima. But after the passing of his mother, Saki Arima, Kousei falls into a downward spiral, rendering him unable to hear the sound of his own piano. 
  
Two years later, Kousei still avoids the piano, leaving behind his admirers and rivals, and lives a colorless life alongside his friends Tsubaki Sawabe and Ryouta Watari. However, everything changes when he meets a beautiful violinist, Kaori Miyazono, who stirs up his world and sets him on a journey to face music again. 
 
Based on the manga series of the same name,  Shigatsu wa Kimi no Uso  approaches the story of Kousei's recovery as he discovers that music is more than playing each note perfectly, and a single melody can bring in the fresh spring air of April. 
 
[Written by MAL Rewrite]","'Drama', 'Music', 'Romance', 'School', 'Shounen'","Oct 10, 2014 to Mar 20, 2015",22,995473,28,24,8.83,"https://cdn.myanimelist.net/images/anime/3/67177.jpg","https://myanimelist.net/anime/23273/Shigatsu_wa_Kimi_no_Uso",1
"17",24701,"Mushishi Zoku Shou 2nd Season","Ghostly, primordial beings known as Mushi continue to cause mysterious changes in the lives of humans. The travelling Mushishi, Ginko, persists in trying to set right the strange and unsettling situations he encounters. Time loops, living shadows, and telepathy are among the overt effects of interference from Mushi, but more subtle symptoms that take years to be noticed also rouse Ginko's concern as he passes from village to village. 
 
Through circumstance, Ginko has become an arbiter, determining which Mushi are blessings and which are curses. But the lines that he seeks to draw are subjective. Some of his patients would rather exercise their new powers until they are utterly consumed by them; others desperately strive to rid themselves of afflictions which are in fact protecting their lives from devastation. Those who cross paths with Mushi must learn to accept seemingly impossible consequences for their actions, and heal wounds they did not know they had. Otherwise, they risk meeting with fates beyond their comprehension. 
 
[Written by MAL Rewrite]","'Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural'","Oct 19, 2014 to Dec 21, 2014",10,157406,709,34,8.76,"https://cdn.myanimelist.net/images/anime/9/68095.jpg","https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season",3
"18",12355,"Ookami Kodomo no Ame to Yuki","Hana, a hard-working college student, falls in love with a mysterious man who attends one of her classes though he is not an actual student. As it turns out, he is not truly human either. On a full moon night, he transforms, revealing that he is the last werewolf alive. Despite this, Hana's love remains strong, and the two ultimately decide to start a family. 
 
Hana gives birth to two healthy children—Ame, born during rainfall, and Yuki, born during snowfall—both possessing the ability to turn into wolves, a trait inherited from their father. All too soon, however, the sudden death of her lover devastates Hana's life, leaving her to raise a peculiar family completely on her own. The stress of raising her wild-natured children in a densely populated city, all while keeping their identity a secret, culminates in a decision to move to the countryside, where she hopes Ame and Yuki can live a life free from the judgments of society.  Wolf Children  is the heartwarming story about the challenges of being a single mother in an unforgiving modern world. 
 
[Written by MAL Rewrite]","'Fantasy', 'Slice of Life'","Jul 21, 2012",1,472563,150,43,8.7,"https://cdn.myanimelist.net/images/anime/9/35721.jpg","https://myanimelist.net/anime/12355/Ookami_Kodomo_no_Ame_to_Yuki",2
"19",1575,"Code Geass: Hangyaku no Lelouch","In the year 2010, the Holy Empire of Britannia is establishing itself as a dominant military nation, starting with the conquest of Japan. Renamed to Area 11 after its swift defeat, Japan has seen significant resistance against these tyrants in an attempt to regain independence. 
 
Lelouch Lamperouge, a Britannian student, unfortunately finds himself caught in a crossfire between the Britannian and the Area 11 rebel armed forces. He is able to escape, however, thanks to the timely appearance of a mysterious girl named C.C., who bestows upon him Geass, the ""Power of Kings."" Realizing the vast potential of his newfound ""power of absolute obedience,"" Lelouch embarks upon a perilous journey as the masked vigilante known as Zero, leading a merciless onslaught against Britannia in order to get revenge once and for all. 
 
[Written by MAL Rewrite]","'Action', 'Military', 'Sci-Fi', 'Super Power', 'Drama', 'Mecha', 'School'","Oct 6, 2006 to Jul 29, 2007",25,1231546,11,31,8.76,"https://cdn.myanimelist.net/images/anime/5/50331.jpg","https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch",2
"20",263,"Hajime no Ippo","Makunouchi Ippo has been bullied his entire life. Constantly running errands and being beaten up by his classmates, Ippo has always dreamed of changing himself, but never has the passion to act upon it. One day, in the midst of yet another bullying, Ippo is saved by Takamura Mamoru, who happens to be a boxer. Ippo faints from his injuries and is brought to the Kamogawa boxing gym to recover. As he regains consciousness, he is awed and amazed at his new surroundings in the gym, though lacks confidence to attempt anything. Takamura places a photo of Ippo's classmate on a punching bag and forces him to punch it. It is only then that Ippo feels something stir inside him and eventually asks Takamura to train him in boxing. Thinking that Ippo does not have what it takes, Takamura gives him a task deemed impossible and gives him a one week time limit. With a sudden desire to get stronger, for himself and his hard working mother, Ippo trains relentlessly to accomplish the task within the time limit. Thus Ippo's journey to the top of the boxing world begins. 
 
[Written by MAL Rewrite]","'Comedy', 'Sports', 'Drama', 'Shounen'","Oct 4, 2000 to Mar 27, 2002",75,301226,322,29,8.77,"https://cdn.myanimelist.net/images/anime/10/2025.jpg","https://myanimelist.net/anime/263/Hajime_no_Ippo",1
"21",44,"Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen","When mankind's savagery surpasses his fear of death, there is little hope for those who wish to live honest lives. Beneath a full moon, a young boy witnesses the murder of the bandits who had enslaved him, and is then christened with a new name by the man who rescued him. This boy is Shinta, now known as Kenshin Himura, and he is destined to become a swordsman. The softness of his heart does not befit the occupation, but his desire to protect the innocent is absolute. 
 
 Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen  details the origins of the man who would bear the name of Hitokiri Battousai long before he swore his oath not to kill and before he earned his reputation as an assassin. The young man’s heart is divided between justice and corruption, while the fate of a nation rests on his actions. 
 
[Written by MAL Rewrite]","'Action', 'Historical', 'Drama', 'Romance', 'Martial Arts', 'Samurai', 'Shounen'","Feb 20, 1999 to Sep 22, 1999",4,200024,537,35,8.75,"https://cdn.myanimelist.net/images/anime/1807/102419.jpg","https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen",2
"22",1,"Cowboy Bebop","In the year 2071, humanity has colonized several of the planets and moons of the solar system leaving the now uninhabitable surface of planet Earth behind. The Inter Solar System Police attempts to keep peace in the galaxy, aided in part by outlaw bounty hunters, referred to as ""Cowboys."" The ragtag team aboard the spaceship Bebop are two such individuals. 
  
Mellow and carefree Spike Spiegel is balanced by his boisterous, pragmatic partner Jet Black as the pair makes a living chasing bounties and collecting rewards. Thrown off course by the addition of new members that they meet in their travels—Ein, a genetically engineered, highly intelligent Welsh Corgi; femme fatale Faye Valentine, an enigmatic trickster with memory loss; and the strange computer whiz kid Edward Wong—the crew embarks on thrilling adventures that unravel each member's dark and mysterious past little by little. 
 
Well-balanced with high density action and light-hearted comedy,  Cowboy Bebop  is a space Western classic and an homage to the smooth and improvised music it is named after. 
 
[Written by MAL Rewrite]","'Action', 'Adventure', 'Comedy', 'Drama', 'Sci-Fi', 'Space'","Apr 3, 1998 to Apr 24, 1999",26,930311,39,26,8.81,"https://cdn.myanimelist.net/images/anime/4/19644.jpg","https://myanimelist.net/anime/1/Cowboy_Bebop",3
"23",30276,"One Punch Man","The seemingly ordinary and unimpressive Saitama has a rather unique hobby: being a hero. In order to pursue his childhood dream, he trained relentlessly for three years—and lost all of his hair in the process. Now, Saitama is incredibly powerful, so much so that no enemy is able to defeat him in battle. In fact, all it takes to defeat evildoers with just one punch has led to an unexpected problem—he is no longer able to enjoy the thrill of battling and has become quite bored. 
  
This all changes with the arrival of Genos, a 19-year-old cyborg, who wishes to be Saitama's disciple after seeing what he is capable of. Genos proposes that the two join the Hero Association in order to become certified heroes that will be recognized for their positive contributions to society, and Saitama, shocked that no one knows who he is, quickly agrees. And thus begins the story of  One Punch Man , an action-comedy that follows an eccentric individual who longs to fight strong enemies that can hopefully give him the excitement he once felt and just maybe, he'll become popular in the process. 
 
[Written by MAL Rewrite]","'Action', 'Sci-Fi', 'Comedy', 'Parody', 'Super Power', 'Supernatural', 'Seinen'","Oct 5, 2015 to Dec 21, 2015",12,1475219,5,50,8.68,"https://cdn.myanimelist.net/images/anime/12/76049.jpg","https://myanimelist.net/anime/30276/One_Punch_Man",2
"24",164,"Mononoke Hime","When an Emishi village is attacked by a fierce demon boar, the young prince Ashitaka puts his life at stake to defend his tribe. With its dying breath, the beast curses the prince's arm, granting him demonic powers while gradually siphoning his life away. Instructed by the village elders to travel westward for a cure, Ashitaka arrives at Tatara, the Iron Town, where he finds himself embroiled in a fierce conflict: Lady Eboshi of Tatara, promoting constant deforestation, stands against Princess San and the sacred spirits of the forest, who are furious at the destruction brought by the humans. As the opposing forces of nature and mankind begin to clash in a desperate struggle for survival, Ashitaka attempts to seek harmony between the two, all the while battling the latent demon inside of him.  Princess Mononoke  is a tale depicting the connection of technology and nature, while showing the path to harmony that could be achieved by mutual acceptance. 
 
[Written by MAL Rewrite]","'Action', 'Adventure', 'Fantasy'","Jul 12, 1997",1,656961,77,30,8.77,"https://cdn.myanimelist.net/images/anime/7/75919.jpg","https://myanimelist.net/anime/164/Mononoke_Hime",3
"25",7311,"Suzumiya Haruhi no Shoushitsu","One cold Christmas day, Kyon heads over to school and the SOS Brigade's holiday celebration, only to realize that Haruhi Suzumiya seems to have disappeared. Moreover, no one even remembers her or the SOS Brigade; Mikuru Asahina knows nothing and is now afraid of him, and Itsuki Koizumi has also gone missing. The Literature Club, formed only by an uncharacteristically shy Yuki Nagato, now occupies the old SOS club room. 
 
 Suzumiya Haruhi no Shoushitsu  is based on the fourth light novel of the acclaimed Haruhi series and is set after the events of the anime series. Not uncultured in the supernatural, Kyon will have to deal with his whole life turned upside down like a bad joke, and maybe it's better that way. 
 
[Written by MAL Rewrite]","'Comedy', 'Mystery', 'Romance', 'School', 'Sci-Fi', 'Supernatural'","Feb 6, 2010",1,400446,211,51,8.68,"https://cdn.myanimelist.net/images/anime/2/73842.jpg","https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu",1
"26",17074,"Monogatari Series: Second Season","Apparitions, oddities, and gods continue to manifest around Koyomi Araragi and his close-knit group of friends: Tsubasa Hanekawa, the group's modest genius; Shinobu Oshino, the resident doughnut-loving vampire; athletic deviant Suruga Kanbaru; bite-happy spirit Mayoi Hachikuji; Koyomi's cutesy stalker Nadeko Sengoku; and Hitagi Senjogahara, the poignant tsundere. 
 
 Monogatari Series: Second Season  revolves around these individuals and their struggle to overcome the darkness that is rapidly approaching. A new semester has begun and with graduation looming over Araragi, he must quickly decide the paths he will walk, as well as the relationships and friends that he'll save. But as strange events begin to unfold, Araragi is nowhere to be found, and a vicious tiger apparition has appeared in his absence. Hanekawa has become its target, and she must fend for herself—or bow to the creature's perspective on the feebleness of humanity. 
 
[Written by MAL Rewrite]","'Mystery', 'Comedy', 'Supernatural', 'Romance', 'Vampire'","Jul 7, 2013 to Dec 29, 2013",26,397172,219,33,8.76,"https://cdn.myanimelist.net/images/anime/3/52133.jpg","https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season",1
"27",21939,"Mushishi Zoku Shou","Perceived as strange and feared by man, over time the misshapen ones came to be known as Mushi. Although they harbor no ill intentions towards humans, many suffer from the side effects of their existence and strange nature; exploiting the Mushi without understanding them, even unintentionally, can lead to disaster and strife for any involved.  Mushishi Zoku Shou  continues the story of Mushishi Ginko on his journey to help the visible world to coexist with the Mushi. 
 
During his travels, Ginko discovers various gifted individuals—those cursed by circumstance and those maintaining a fragile symbiosis with the Mushi—inevitably confronting the question of whether humanity, talented and tortured alike, can manage the responsibility of the unseen. Moreover, as a Mushishi, Ginko must learn more about these strange beings and decide if he has the right to interfere with the complex relationships between Mushi and mankind. 
 
[Written by MAL Rewrite]","'Adventure', 'Slice of Life', 'Mystery', 'Historical', 'Supernatural', 'Fantasy', 'Seinen'","Apr 5, 2014 to Jun 21, 2014",10,185283,585,39,8.72,"https://cdn.myanimelist.net/images/anime/13/58533.jpg","https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou",3
